N,P,K,temperature,humidity,ph,rainfall,label
28.5,7.7,43.1,29.59,87.84,6.04,120.53,Coconut
28.1,118.4,184.8,10.31,79.78,6.5,80.39,Grapes
30.1,63.6,21.1,31.64,79.54,7.8,69.16,Blackgram
68.0,74.9,51.4,35.94,89.92,7.32,122.14,Papaya
44.8,80.0,94.6,18.68,22.9,7.3,60.8,Chickpea
21.3,19.5,6.5,16.53,84.53,6.62,112.56,Orange
16.2,137.6,180.3,24.31,89.75,5.65,80.89,Grapes
29.3,14.6,19.5,31.93,90.18,7.8,107.97,Orange
28.4,53.5,19.3,30.22,91.52,6.23,54.73,Mungbean
29.9,9.6,5.6,23.0,85.15,7.22,107.34,Orange
20.6,42.1,26.8,28.53,85.82,6.28,58.35,Mungbean
67.2,59.0,47.0,31.33,70.47,6.58,216.17,Jute
94.7,22.9,42.6,24.45,77.96,6.82,153.12,Coffee
25.2,127.5,213.0,21.83,94.91,5.87,149.24,Apple
22.6,113.8,193.7,24.4,79.56,6.51,64.03,Grapes
33.3,82.6,16.7,29.99,41.15,6.52,126.81,Pigeonpeas
21.5,79.7,24.7,20.63,39.55,6.14,179.12,Pigeonpeas
54.7,77.9,90.2,29.26,23.49,7.57,82.3,Chickpea
29.3,57.8,28.3,30.31,93.51,6.89,58.86,Mungbean
32.8,75.7,24.2,26.86,61.17,7.9,72.09,Blackgram
90.6,46.0,35.0,24.84,59.87,6.61,64.41,Maize
30.3,58.5,77.8,16.54,37.0,6.94,83.02,Chickpea
46.4,66.7,81.2,16.75,34.41,6.68,68.28,Chickpea
28.0,8.9,16.8,12.77,94.21,6.15,103.17,Orange
81.8,39.3,48.1,28.75,86.33,6.75,201.67,Jute
112.9,16.2,33.0,16.11,70.05,6.66,130.43,Coffee
27.1,58.2,18.6,21.91,44.39,7.44,44.1,Lentil
60.9,57.8,54.4,36.93,83.95,6.04,140.28,Papaya
41.5,75.4,22.6,34.18,74.3,7.46,64.21,Blackgram
106.7,50.2,48.5,26.72,81.93,6.54,140.81,Banana
84.8,59.0,48.7,28.17,92.9,6.92,188.59,Jute
55.3,69.7,63.9,26.26,84.46,6.51,153.85,Papaya
31.3,132.5,194.8,9.89,74.37,5.95,83.95,Grapes
77.9,47.7,40.6,22.0,93.47,6.16,283.36,Rice
23.1,53.1,29.4,31.55,48.85,4.71,58.73,Mothbeans
88.0,36.8,53.6,25.38,89.67,5.95,158.65,Jute
79.0,64.0,44.6,27.31,69.44,6.94,95.01,Maize
34.6,46.7,22.3,24.77,61.13,3.94,48.38,Mothbeans
87.8,45.5,45.6,33.3,71.87,6.48,174.09,Sugarcane
12.1,15.3,49.0,34.43,90.03,7.16,58.25,Pomegranate
24.1,83.0,34.7,34.46,34.21,6.77,177.15,Pigeonpeas
33.3,13.9,25.6,29.83,82.5,5.38,240.07,Coconut
57.0,68.0,48.3,29.96,91.18,7.39,127.91,Papaya
122.4,53.6,31.6,19.7,64.93,6.03,105.08,Wheat
145.9,69.8,32.3,23.65,66.65,6.5,85.57,Cotton
31.2,111.2,184.6,10.46,71.78,6.61,97.49,Grapes
94.3,36.1,30.3,27.34,79.58,6.47,210.9,Sugarcane
100.8,26.1,42.3,19.72,72.61,6.95,153.12,Coffee
29.2,28.5,51.8,25.12,53.13,6.61,62.89,Mango
85.5,58.0,45.4,25.01,80.49,5.62,214.29,Rice
98.1,45.4,20.4,23.37,62.16,6.34,59.63,Wheat
33.4,143.0,196.0,13.26,84.76,6.99,129.18,Apple
34.4,56.8,34.2,19.2,41.31,6.45,137.36,Pigeonpeas
35.5,67.0,75.7,29.78,37.16,6.68,87.59,Chickpea
119.8,74.0,70.3,31.22,77.06,6.62,126.69,Banana
136.8,49.5,20.4,22.97,50.07,7.56,79.24,Cotton
48.5,60.4,23.4,33.09,57.46,7.66,77.06,Blackgram
25.4,45.8,16.4,24.42,56.37,5.07,68.15,Mothbeans
59.2,62.5,81.2,15.72,31.04,7.98,63.16,Chickpea
18.0,52.7,62.5,32.4,79.45,5.63,98.76,Groundnut
47.8,62.9,52.8,30.75,85.98,7.37,136.1,Papaya
33.6,6.9,32.5,28.69,79.47,5.14,175.55,Coconut
16.1,56.2,72.3,26.08,72.89,6.47,55.47,Groundnut
100.9,36.1,46.0,28.17,92.04,6.45,157.9,Sugarcane
23.6,51.0,67.3,29.97,75.0,7.39,90.44,Groundnut
23.8,9.4,17.4,26.13,94.48,6.7,91.2,Orange
22.7,11.0,7.9,14.32,90.31,7.77,101.24,Orange
125.1,41.4,35.1,33.71,90.01,6.86,212.03,Sugarcane
15.1,76.1,26.6,24.63,61.45,5.83,132.77,Pigeonpeas
25.0,128.3,202.8,23.07,93.22,6.72,118.31,Apple
16.1,19.4,6.1,27.18,85.63,6.63,126.33,Orange
110.6,48.1,31.6,26.39,59.45,7.13,74.27,Cotton
17.0,148.7,200.7,17.85,81.78,6.88,155.19,Apple
12.9,62.9,27.4,27.04,33.35,6.34,42.39,Lentil
26.5,35.4,73.0,27.98,67.12,6.18,95.54,Groundnut
44.5,75.3,59.7,28.67,82.98,7.31,177.05,Papaya
140.8,53.2,34.9,32.08,50.92,7.62,79.4,Cotton
116.0,46.5,26.3,14.74,58.47,6.68,79.12,Wheat
33.3,116.4,209.9,21.57,71.36,6.32,69.69,Grapes
119.5,55.7,54.0,29.63,81.85,5.53,91.63,Banana
16.3,11.5,7.3,22.55,87.62,6.11,100.9,Orange
46.2,76.7,24.9,33.3,71.04,7.52,73.65,Blackgram
15.6,56.9,78.4,26.97,63.18,6.66,94.59,Groundnut
121.8,51.0,38.7,23.81,61.54,6.42,76.73,Wheat
101.4,34.7,37.4,15.69,74.64,5.51,151.09,Coffee
24.8,64.0,23.8,27.24,61.24,4.07,54.42,Mothbeans
22.7,49.9,15.6,26.42,63.84,3.89,52.77,Mothbeans
94.9,24.5,43.0,33.7,90.14,7.1,210.0,Sugarcane
126.3,64.5,20.3,27.16,54.33,6.81,78.25,Cotton
32.1,44.4,29.2,29.98,93.96,6.77,41.34,Mungbean
123.9,22.8,44.4,24.38,80.02,7.42,177.18,Sugarcane
26.3,133.3,194.9,13.31,82.32,5.58,141.52,Apple
30.9,14.1,29.3,30.91,90.45,5.21,184.63,Coconut
88.7,39.6,40.9,27.75,86.58,6.31,269.76,Rice
121.1,57.1,51.3,33.9,92.9,6.45,141.56,Banana
26.6,24.7,36.2,32.33,71.47,6.49,84.15,Mango
16.0,149.0,206.0,24.61,89.39,6.44,76.16,Grapes
16.3,40.8,27.8,26.02,44.66,4.5,56.33,Mothbeans
15.2,18.4,12.5,31.69,90.49,7.3,108.24,Orange
93.2,51.4,52.9,25.95,84.49,5.89,209.67,Rice
20.4,8.6,18.5,17.42,88.03,6.49,121.2,Orange
13.1,7.7,42.1,18.32,84.87,6.77,53.83,Pomegranate
20.8,34.4,35.8,24.99,75.28,6.53,117.93,Mango
43.9,57.9,16.9,32.8,55.45,6.08,59.82,Blackgram
25.9,53.5,26.3,25.45,84.99,6.61,48.81,Mungbean
111.7,54.8,17.3,16.18,58.33,7.01,110.04,Wheat
